Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Australia,AUS,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,5.58093E+11,5.66461E+11,5.79984E+11,5.91783E+11,6.02955E+11,6.28092E+11,6.50647E+11,6.68472E+11,7.00147E+11,7.37787E+11,7.67244E+11,7.8899E+11,8.13405E+11,8.44172E+11,8.85511E+11,9.23038E+11,9.52787E+11,9.99592E+11,1.04431E+12,1.05906E+12,1.08963E+12,1.13156E+12,1.16703E+12,1.18354E+12,1.20976E+12,1.2386E+12,1.2774E+12,1.31068E+12
Australia,AUS,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,2.92412E+11,3.1248E+11,3.294E+11,3.42145E+11,3.54212E+11,3.75479E+11,3.98879E+11,4.15405E+11,4.4218E+11,4.72409E+11,5.012E+11,5.3861E+11,5.69264E+11,6.09115E+11,6.50077E+11,6.93022E+11,7.39024E+11,8.04464E+11,8.69388E+11,9.11802E+11,9.6476E+11,1.02698E+12,1.08667E+12,1.12723E+12,1.17733E+12,1.22218E+12,1.2774E+12,1.32243E+12
Australia,AUS,Final consumption expenditure (current US$),NE.CON.TOTL.CD,2.25019E+11,2.45255E+11,2.53326E+11,2.40405E+11,2.45045E+11,2.78793E+11,3.0264E+11,3.25094E+11,2.99925E+11,2.96033E+11,3.14765E+11,2.89047E+11,2.97857E+11,3.54755E+11,4.62425E+11,5.20991E+11,5.53327E+11,6.31596E+11,7.78324E+11,6.71331E+11,8.49784E+11,1.0125E+12,1.12051E+12,1.15649E+12,1.08081E+12,1.01688E+12,9.29826E+11,9.97381E+11
Australia,AUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6.12582E+11,6.10208E+11,6.12909E+11,6.37665E+11,6.63035E+11,6.88425E+11,7.15126E+11,7.43491E+11,7.77519E+11,8.16535E+11,8.48733E+11,8.6514E+11,8.99772E+11,9.26637E+11,9.63712E+11,9.94458E+11,1.02264E+12,1.06127E+12,1.10009E+12,1.12124E+12,1.14426E+12,1.17231E+12,1.21793E+12,1.25008E+12,1.28206E+12,1.3122E+12,1.3493E+12,1.37572E+12
Australia,AUS,GDP (constant LCU),NY.GDP.MKTP.KN,7.53458E+11,7.50538E+11,7.5386E+11,7.84309E+11,8.15513E+11,8.46742E+11,8.79584E+11,9.14472E+11,9.56325E+11,1.00431E+12,1.04392E+12,1.0641E+12,1.10669E+12,1.13974E+12,1.18534E+12,1.22315E+12,1.25782E+12,1.30533E+12,1.35308E+12,1.37909E+12,1.40741E+12,1.4419E+12,1.49802E+12,1.53756E+12,1.5769E+12,1.61397E+12,1.6596E+12,1.69209E+12
Australia,AUS,GDP (current LCU),NY.GDP.MKTP.CN,4.03934E+11,4.14539E+11,4.22439E+11,4.43368E+11,4.65742E+11,4.94567E+11,5.27599E+11,5.55291E+11,5.88097E+11,6.19801E+11,6.60859E+11,7.04766E+11,7.53943E+11,8.00628E+11,8.60215E+11,9.21352E+11,9.95719E+11,1.08515E+12,1.17574E+12,1.2583E+12,1.29908E+12,1.41422E+12,1.4968E+12,1.53388E+12,1.59578E+12,1.6214E+12,1.6596E+12,1.75472E+12
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,3.10838E+11,3.25358E+11,3.24878E+11,3.11529E+11,3.22201E+11,3.67216E+11,4.00303E+11,4.34568E+11,3.98899E+11,3.88395E+11,4.15034E+11,3.78215E+11,3.94487E+11,4.66295E+11,6.11904E+11,6.92642E+11,7.45522E+11,8.51963E+11,1.05258E+12,9.26448E+11,1.14426E+12,1.39428E+12,1.54341E+12,1.5737E+12,1.46496E+12,1.34903E+12,1.20804E+12,1.32342E+12
Australia,AUS,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,4.89058E+11,4.87163E+11,4.89319E+11,5.09083E+11,5.29337E+11,5.49607E+11,5.70924E+11,5.9357E+11,6.20736E+11,6.51885E+11,6.7759E+11,6.90688E+11,7.18337E+11,7.39784E+11,7.69384E+11,7.9393E+11,8.16431E+11,8.47271E+11,8.78262E+11,8.95148E+11,9.13525E+11,9.35917E+11,9.72342E+11,9.98007E+11,1.02354E+12,1.0476E+12,1.07722E+12,1.09831E+12
Australia,AUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.95883E+11,3.07464E+11,3.18195E+11,3.37812E+11,3.5834E+11,3.77527E+11,4.02156E+11,4.24486E+11,4.52358E+11,4.77891E+11,5.04049E+11,5.3091E+11,5.64122E+11,5.90465E+11,6.30222E+11,6.63628E+11,7.09758E+11,7.60468E+11,7.94915E+11,8.72753E+11,8.65292E+11,9.35917E+11,9.71875E+11,1.05995E+12,1.09865E+12,1.10239E+12,1.11719E+12,1.19207E+12
Australia,AUS,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,5.65448E+11,5.66829E+11,5.65693E+11,5.85443E+11,6.09892E+11,6.33485E+11,6.58981E+11,6.86023E+11,7.15527E+11,7.5191E+11,7.82248E+11,8.0021E+11,8.32095E+11,8.55306E+11,8.89824E+11,9.19192E+11,9.45658E+11,9.82005E+11,1.0198E+12,1.04199E+12,1.06504E+12,1.09166E+12,1.13594E+12,1.16676E+12,1.19836E+12,1.22729E+12,1.26105E+12,1.28858E+12
Australia,AUS,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,6.91773E+11,6.93463E+11,6.92073E+11,7.16235E+11,7.46146E+11,7.7501E+11,8.06202E+11,8.39286E+11,8.75381E+11,9.19892E+11,9.57008E+11,9.78983E+11,1.01799E+12,1.04639E+12,1.08862E+12,1.12455E+12,1.15693E+12,1.20139E+12,1.24763E+12,1.27477E+12,1.30298E+12,1.33555E+12,1.38972E+12,1.42742E+12,1.46609E+12,1.50148E+12,1.54277E+12,1.57646E+12
Australia,AUS,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,3.73373E+11,3.81558E+11,3.87754E+11,4.10649E+11,4.31388E+11,4.54306E+11,4.84462E+11,5.1015E+11,5.41086E+11,5.704E+11,6.0849E+11,6.43648E+11,6.9019E+11,7.30436E+11,7.85088E+11,8.46376E+11,9.16705E+11,1.00057E+12,1.08655E+12,1.17558E+12,1.20914E+12,1.32135E+12,1.40413E+12,1.43762E+12,1.49166E+12,1.51269E+12,1.54277E+12,1.62807E+12
Australia,AUS,Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,2.87321E+11,2.99473E+11,2.98203E+11,2.88539E+11,2.98435E+11,3.37323E+11,3.67574E+11,3.99241E+11,3.67012E+11,3.57438E+11,3.82145E+11,3.45416E+11,3.61129E+11,4.25414E+11,5.58464E+11,6.36277E+11,6.86362E+11,7.85559E+11,9.7274E+11,8.6554E+11,1.06504E+12,1.30273E+12,1.44786E+12,1.47493E+12,1.36938E+12,1.25858E+12,1.123E+12,1.2279E+12
Australia,AUS,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,55.15604034,57.18352194,58.93111195,58.23672435,57.68086194,57.89630121,57.64756946,57.18677234,57.57366557,58.25853782,58.09090895,58.67578742,57.99456988,58.51843803,58.10233488,57.68414243,56.77254326,56.8045745,56.71583016,54.88094273,56.27155854,54.80876724,54.61664885,55.6476965,56.08117931,57.32537973,58.33138508,56.84221564
Australia,AUS,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,4.30703388,0.967460989,2.335934673,1.86982847,2.148320784,4.422958795,3.404311251,2.971741264,4.949124554,5.731540829,4.257852964,3.180303494,3.097705203,4.031717007,5.038994951,4.544900493,3.246455082,5.441382108,4.91609933,0.570138073,3.253318229,3.985179216,2.973103879,1.769261546,2.438581622,2.391837312,2.789885272,2.138171826
Australia,AUS,Households and NPISHs Final consumption expenditure (constant 2010 US$),NE.CON.PRVT.KD,3.2301E+11,3.26135E+11,3.33753E+11,3.39994E+11,3.47298E+11,3.62659E+11,3.75005E+11,3.86149E+11,4.0526E+11,4.28488E+11,4.46732E+11,4.6094E+11,4.75218E+11,4.94378E+11,5.1929E+11,5.42891E+11,5.60515E+11,5.91015E+11,6.2007E+11,6.23605E+11,6.43893E+11,6.69554E+11,6.8946E+11,7.01658E+11,7.18769E+11,7.35961E+11,7.56493E+11,7.72668E+11
Australia,AUS,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,4.1335E+11,4.17349E+11,4.27098E+11,4.35084E+11,4.44431E+11,4.64088E+11,4.79887E+11,4.94148E+11,5.18604E+11,5.48328E+11,5.71675E+11,5.89856E+11,6.08128E+11,6.32646E+11,6.64525E+11,6.94727E+11,7.17281E+11,7.56311E+11,7.93492E+11,7.98016E+11,8.23978E+11,8.56815E+11,8.82289E+11,8.97899E+11,9.19795E+11,9.41795E+11,9.6807E+11,9.88769E+11
Australia,AUS,Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,2.22794E+11,2.37048E+11,2.48948E+11,2.58203E+11,2.68644E+11,2.86336E+11,3.04148E+11,3.17553E+11,3.38589E+11,3.61087E+11,3.83899E+11,4.13527E+11,4.37246E+11,4.68515E+11,4.99805E+11,5.31474E+11,5.65295E+11,6.16412E+11,6.66829E+11,6.90568E+11,7.31012E+11,7.75116E+11,8.17502E+11,8.5357E+11,8.9493E+11,9.29476E+11,9.6807E+11,9.97424E+11
Australia,AUS,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,1.71446E+11,1.86051E+11,1.91454E+11,1.81424E+11,1.85848E+11,2.12605E+11,2.30765E+11,2.48515E+11,2.29661E+11,2.26273E+11,2.41097E+11,2.21921E+11,2.28781E+11,2.72868E+11,3.55531E+11,3.99544E+11,4.23252E+11,4.83954E+11,5.96982E+11,5.08444E+11,6.43893E+11,7.64188E+11,8.42959E+11,8.75726E+11,8.21564E+11,7.73339E+11,7.04666E+11,7.52262E+11
Australia,AUS,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,18928.11459,18869.19496,19077.07745,19244.58524,19451.03619,20067.45848,20479.7747,20853.77423,21658.93587,22640.17814,23324.40876,23743.87509,24182.41982,24848.8528,25800.13026,26619.07617,27080.78783,28376.54004,29180.86897,28748.57096,29225.69674,29971.03064,30315.96456,30314.5865,30580.52719,30856.87727,31246.09237,31410.64282
Australia,AUS,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,2.44941E+11,2.4731E+11,2.53087E+11,2.5782E+11,2.63358E+11,2.75007E+11,2.84369E+11,2.92819E+11,3.07311E+11,3.24925E+11,3.3876E+11,3.49533E+11,3.60361E+11,3.7489E+11,3.9378E+11,4.11677E+11,4.25042E+11,4.4817E+11,4.70203E+11,4.72884E+11,4.88268E+11,5.07726E+11,5.22822E+11,5.32072E+11,5.45047E+11,5.58083E+11,5.73653E+11,5.85919E+11
Australia,AUS,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,1.61014E+11,1.70599E+11,1.80478E+11,1.87907E+11,1.96434E+11,2.07945E+11,2.21367E+11,2.31768E+11,2.4563E+11,2.62993E+11,2.77314E+11,2.94556E+11,3.07173E+11,3.21442E+11,3.46065E+11,3.62994E+11,3.77248E+11,4.08929E+11,4.35644E+11,4.46989E+11,4.70577E+11,5.07726E+11,5.28716E+11,5.62242E+11,5.84839E+11,5.95915E+11,6.03678E+11,6.23699E+11
Australia,AUS,"Industry (including construction), value added (constant 2010 US$)",NV.IND.TOTL.KD,1.74198E+11,1.71576E+11,1.67454E+11,1.71995E+11,1.79155E+11,1.86127E+11,1.92057E+11,1.95036E+11,2.05104E+11,2.1302E+11,2.20577E+11,2.17471E+11,2.2718E+11,2.4049E+11,2.45385E+11,2.50849E+11,2.56985E+11,2.67444E+11,2.79215E+11,2.81349E+11,2.86795E+11,2.90801E+11,3.07304E+11,3.14508E+11,3.2497E+11,3.26695E+11,3.29347E+11,3.24087E+11
Australia,AUS,"Industry (including construction), value added (constant LCU)",NV.IND.TOTL.KN,1.95382E+11,1.92442E+11,1.87818E+11,1.92911E+11,2.00942E+11,2.08762E+11,2.15413E+11,2.18755E+11,2.30047E+11,2.38926E+11,2.47402E+11,2.43918E+11,2.54808E+11,2.69736E+11,2.75226E+11,2.81355E+11,2.88237E+11,2.99968E+11,3.13171E+11,3.15564E+11,3.21672E+11,3.26166E+11,3.44676E+11,3.52756E+11,3.6449E+11,3.66425E+11,3.69399E+11,3.635E+11
Australia,AUS,"Industry (including construction), value added (current LCU)",NV.IND.TOTL.CN,1.1658E+11,1.14958E+11,1.13842E+11,1.19287E+11,1.25101E+11,1.31111E+11,1.37463E+11,1.40447E+11,1.49589E+11,1.53158E+11,1.62899E+11,1.6699E+11,1.78243E+11,1.92736E+11,2.05759E+11,2.26503E+11,2.54887E+11,2.77703E+11,3.00181E+11,3.38829E+11,3.25598E+11,3.72547E+11,3.91993E+11,3.84043E+11,4.05609E+11,3.81825E+11,3.69399E+11,4.04436E+11
Australia,AUS,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,89711427472,90226826780,87550565254,83816048342,86545140090,97350014850,1.04297E+11,1.09913E+11,1.01464E+11,95975686176,1.02304E+11,89615756145,93262348263,1.12252E+11,1.46364E+11,1.70277E+11,1.90841E+11,2.18029E+11,2.68739E+11,2.49469E+11,2.86795E+11,3.67295E+11,4.042E+11,3.94011E+11,3.72357E+11,3.17684E+11,2.68888E+11,3.05028E+11
Australia,AUS,"Manufacturing, value added (constant 2010 US$)",NV.IND.MANF.KD,72309259518,70716652316,68618763485,70084839395,73211005863,74765653677,76505880720,77748418013,80239397392,82345721642,83437264926,85207859479,87547844849,90922856192,92080195748,91173388151,90588813580,92461476709,96140163154,91212191081,91574914120,91341252999,92171298278,89202874156,88245454042,86996168414,84941300223,83412802209
Australia,AUS,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,85721000000,83833000000,81346000000,83084000000,86790000000,88633000000,90696000000,92169000000,95122000000,97619000000,98913000000,1.01012E+11,1.03786E+11,1.07787E+11,1.09159E+11,1.08084E+11,1.07391E+11,1.09611E+11,1.13972E+11,1.0813E+11,1.0856E+11,1.08283E+11,1.09267E+11,1.05748E+11,1.04613E+11,1.03132E+11,1.00696E+11,98884000000
Australia,AUS,"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,55841000000,52226000000,53276000000,57224000000,61661000000,65075000000,67407000000,68497000000,73481000000,74283000000,76653000000,77580000000,79646000000,87067000000,93771000000,95337000000,98515000000,1.00845E+11,1.08261E+11,1.06357E+11,1.03965E+11,1.04144E+11,1.05414E+11,1.01365E+11,1.01638E+11,1.02263E+11,1.00696E+11,1.00836E+11
Australia,AUS,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,42971142747,40990503100,40972083365,40207982012,42657212037,48318235818,51143399090,53605415558,49841280608,46549066299,48139797777,41633573039,41673294265,50708794409,66702944942,71671177267,73760856544,79174844940,96921217547,78307318510,91574914120,1.02676E+11,1.08697E+11,1.03996E+11,93305792711,85084449621,73297423206,76050984237
Australia,AUS,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.281056667,1.283755833,1.361648333,1.47056,1.367750833,1.3490325,1.277863333,1.34738,1.591828333,1.54995,1.724826667,1.9334425,1.8405625,1.541914167,1.3597525,1.309473333,1.327973441,1.1950725,1.192178333,1.28218881,1.090159486,0.969463201,0.965801031,1.035843097,1.109363293,1.331090262,1.345213976,1.304758077
Australia,AUS,"Population, total",SP.POP.TOTL,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22742475,23145901,23504138,23850784,24210809,24598933
Australia,AUS,Urban population,SP.URB.TOTL,14579227,14761055,14920611,15044687,15181749,15342767,15521685,15672048,15811356,15967866,16133530,16326333,16550802,16780377,17000206,17250330,17531121,17666387,18049708,18451611,18767085,19056040,19422528,19790208,20120012,20440360,20772874,21131467
Australia,AUS,Rural population,SP.RUR.TOTL,2485873,2522945,2574389,2622313,2673251,2729233,2789315,2844952,2899644,2958134,3019470,3086667,3100598,3115023,3127194,3144470,3166779,3161213,3199492,3240089,3264665,3283984,3319947,3355693,3384126,3410424,3437935,3467466
Australia,AUS,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,..,..,..,..,..,..,..,..,0.45,..,0.57,..,0.48,..,0.83,..,0.94,..,0.94,..,1.23,..,1.57,..,1.28,..,0.92,..
Australia,AUS,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,..,..,..,..,..,..,..,..,0.46,..,0.57,..,0.5,..,0.85,..,0.93,..,0.74,..,1.27,..,1.39,..,1.23,..,0.93,..
Australia,AUS,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,9458,..,..,9499,9508,9514,9474,..,9528,9639,9639,9661,9674,..,..,..,..,..,..,..,..
Australia,AUS,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,22579,22869,24719,24614,25175,26604,26368,28408,30119,31605,34050,38525,40628,41314,42300,46164,46486.44012,60126.18339,61019,62083,64172,59649,59649,59649,59649,..,..,..
Australia,AUS,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..,..,..,..,..,..,..,1093,..,1155,1265,1497,1379,1347,..,1290,1309,1309,1526,1546,1500,..,..,..,..,..,..,..
Australia,AUS,"Services, value added (constant 2010 US$)",NV.SRV.TOTL.KD,3.74447E+11,3.7766E+11,3.87385E+11,3.98664E+11,4.18309E+11,4.42739E+11,4.57025E+11,4.78666E+11,4.97951E+11,5.23957E+11,5.45733E+11,5.6547E+11,5.87053E+11,6.04785E+11,6.27348E+11,6.50837E+11,6.71418E+11,6.99561E+11,7.2345E+11,7.39038E+11,7.53058E+11,7.74788E+11,8.00805E+11,8.20752E+11,8.39103E+11,8.62554E+11,8.94074E+11,9.2011E+11
Australia,AUS,"Services, value added (constant LCU)",NV.SRV.TOTL.KN,4.74527E+11,4.78598E+11,4.90923E+11,5.05216E+11,5.30112E+11,5.61071E+11,5.79175E+11,6.066E+11,6.31039E+11,6.63996E+11,6.91593E+11,7.16604E+11,7.43956E+11,7.66428E+11,7.95021E+11,8.24788E+11,8.50869E+11,8.86535E+11,9.16808E+11,9.36562E+11,9.5433E+11,9.81867E+11,1.01484E+12,1.04012E+12,1.06337E+12,1.09309E+12,1.13304E+12,1.16603E+12
Australia,AUS,"Services, value added (current LCU)",NV.SRV.TOTL.CN,2.39796E+11,2.53411E+11,2.61013E+11,2.76893E+11,2.90687E+11,3.08251E+11,3.29102E+11,3.51693E+11,3.73625E+11,3.98257E+11,4.24969E+11,4.51957E+11,4.82169E+11,5.14564E+11,5.52963E+11,5.93278E+11,6.34648E+11,6.98946E+11,7.58837E+11,8.07868E+11,8.54947E+11,9.16557E+11,9.78329E+11,1.01856E+12,1.05063E+12,1.09239E+12,1.13304E+12,1.17509E+12
Australia,AUS,"Services, value added (current US$)",NV.SRV.TOTL.CD,1.84529E+11,1.98894E+11,2.00733E+11,1.94557E+11,2.01098E+11,2.28877E+11,2.49698E+11,2.75233E+11,2.53425E+11,2.49566E+11,2.6689E+11,2.42544E+11,2.52286E+11,2.99688E+11,3.93344E+11,4.46007E+11,4.75178E+11,5.48752E+11,6.79353E+11,5.94808E+11,7.53058E+11,9.03635E+11,1.00879E+12,1.045E+12,9.64497E+11,9.08887E+11,8.24745E+11,8.86257E+11
Australia,AUS,"Services, value added per worker (constant 2010 US$)",NV.SRV.EMPL.KD,..,69143.71522,70787.35104,72726.84334,73520.61983,74234.03971,75232.28694,77861.85941,78905.92144,81053.23481,82468.99043,83126.77296,84378.78966,84417.96942,86254.77155,86226.17489,86894.71081,88577.67684,89375.20669,90020.29052,89645.14373,90149.32354,91860.0665,92695.0853,94072.84364,93601.39123,95480.02482,96432.64821
Australia,AUS,Wholesale price index (2010 = 100),FP.WPI.TOTL,102.2046159,101.6672408,105.077506,109.8863245,107.8057182,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,59.78147763,61.6805411,62.30489074,63.3975026,64.64620187,67.63787721,69.40686785,69.56295525,70.16129032,71.20187305,74.37565036,77.65348595,79.96878252,82.15400624,84.07908429,86.34235172,89.41207076,91.49323621,95.47346514,97.16441207,100,103.3038502,105.1248699,107.7003122,110.3798127,112.0447451,113.4755463,115.6867846
Australia,AUS,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,23190000000,24475000000,23177000000,24395000000,25405000000,21683000000,26268000000,28391000000,28547000000,31486000000,33601000000,34890000000,35991000000,28216000000,35416000000,36932000000,37988000000,32275000000,34887000000,40846000000,40540000000,41939000000,42347000000,42039000000,42520000000,43092000000,40338000000,46930000000
Australia,AUS,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,16999000000,13190000000,12899000000,14471000000,15599000000,14944000000,17897000000,18010000000,17872000000,18985000000,20622000000,24701000000,29778000000,23136000000,26366000000,26595000000,27170000000,23917000000,27533000000,28879000000,28595000000,32250000000,33809000000,35011000000,35427000000,38471000000,40338000000,48547000000
Australia,AUS,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,13081185071,10352405620,9920018457,10167931422,10791421653,11095931096,13578907436,14094537486,12122363155,11896854242,12951077058,13255876355,15580786940,13474665114,18755157206,19993234100,20342917041,18777577137,24649059982,21262700633,25187175196,31795326826,34861827181,35919770186,32522721013,32008486563,29362352599,36614375141
Australia,AUS,"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NV.AGR.EMPL.KD,..,36042.74274,35468.79033,37038.18936,39003.73821,32998.8509,38959.11822,40988.11564,42273.57025,45339.10791,47756.97266,49941.36832,54791.2722,47027.9254,60718.23614,63928.80376,66862.10209,57151.86303,60783.91874,72284.39111,70356.50288,82077.69049,82435.44252,86706.84849,81236.90156,85599.24915,79292.73719,92681.5854
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Brunei Darussalam,BRN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Brunei Darussalam,BRN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Brunei Darussalam,BRN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,9.899999619,22,30,64.80000305,94.40000153,110,108.0999985,120.4000015,120.4000015,148.8999939,140.231,126.014,161.477,149.443,131.441,134.136,130.181,116.368,104.195,90.441,148.524,149.579,128.234,127.595004,115.389,115.147,124.259,132.612
Brunei Darussalam,BRN,"Air transport, passengers carried",IS.AIR.PSGR,307000,307000,410000,604100,769400,916200,856900,876800,876800,808000,863547,1007542,1035795,956133,1079578,977516,1041478,1017028,1075754,999375,1263270,1312935,1044170,1139784,1061148,1150003,1168609,1172201
