Economy,Year,GDP
JPN,2023,1072.6999718981401
KOR,2023,618.908907437461
MAS,2023,222.038521903654
MEX,2023,441.610055935545
NZ,2023,21.7441383715842
PNG,2023,0.9092394907144132
PE,2023,58.360707802659896
RP,2023,207.96164662507
RUS,2023,499.9442624553839
SIN,2023,116.16168140360101
CT,2023,452.81641849529996
THA,2023,358.10798469639104
USA,2023,2286.02377440014
VN,2023,150.420369710989
AUS,2024,76.1190221729488
BD,2024,4.1123640912971
CDA,2024,195.26506962248
CHL,2024,48.76305959431539
PRC,2024,7996.569399140451
HKC,2024,4.4760320767732695
INA,2024,770.152585281436
JPN,2024,1080.86016490663
KOR,2024,637.091344770905
MAS,2024,230.007781601091
MEX,2024,453.449279216495
NZ,2024,22.3931712162816
PNG,2024,0.983635957356635
PE,2024,60.49074735706301
RP,2024,218.881448589682
RUS,2024,510.644495558353
SIN,2024,118.78966122112
CT,2024,463.759873019282
THA,2024,369.349474656191
USA,2024,2316.51146508729
VN,2024,158.000029979843
AUS,2025,77.73646641688879
BD,2025,4.1573932338507795
CDA,2025,198.642392954194
CHL,2025,49.6449574264444
PRC,2025,8273.159850303442
HKC,2025,4.54944480691668
INA,2025,800.078821910938
JPN,2025,1090.4460931415301
KOR,2025,655.0876854198771
MAS,2025,238.46542305173003
MEX,2025,465.68601511901306
NZ,2025,23.0527234530438
PNG,2025,1.06028124234117
PE,2025,62.612522523053904
RP,2025,229.97210568451098
RUS,2025,519.187716725195
SIN,2025,121.34951491194902
CT,2025,474.991092018519
THA,2025,381.2717450694471
USA,2025,2348.7502565086497
VN,2025,165.90246273736702
AUS,2026,79.39321138326069
BD,2026,4.18368848214285
CDA,2026,202.13003886301502
CHL,2026,50.5244850562197
PRC,2026,8544.43606459255
HKC,2026,4.6111712726517196
INA,2026,830.713466887478
JPN,2026,1101.2460214482398
KOR,2026,672.9670614754899
MAS,2026,247.09810703085597
MEX,2026,478.289695018072
NZ,2026,23.725733537577
PNG,2026,1.1453384771672899
PE,2026,64.72605692230951
RP,2026,241.22998555509602
RUS,2026,530.022740354661
SIN,2026,124.11160737662901
CT,2026,485.70296306950706
THA,2026,393.85977347347705
USA,2026,2382.35137755436
VN,2026,174.128395657767
AUS,2027,81.0832033855685
BD,2027,4.209452087454131
CDA,2027,205.746704756047
CHL,2027,51.404485174708
PRC,2027,8809.823973623428
HKC,2027,4.68150059274954
INA,2027,862.036077232096
JPN,2027,1112.95218547981
KOR,2027,690.6850643071169
MAS,2027,255.900955178126
MEX,2027,491.2687437958871
NZ,2027,24.4141050584455
PNG,2027,1.23606658318312
PE,2027,66.8313741660197
RP,2027,252.939912544751
RUS,2027,538.6852305247199
SIN,2027,126.53578789554699
CT,2027,496.59751776005197
THA,2027,406.68206002731597
USA,2027,2417.0387909915803
VN,2027,182.990295680197
AUS,2028,82.80942493377489
BD,2028,4.21697158404481
CDA,2028,209.49366365963002
CHL,2028,52.2843156354536
PRC,2028,9069.00957702565
HKC,2028,4.7502768273619305
INA,2028,894.0653333668979
JPN,2028,1125.3750140671102
KOR,2028,708.2336308229061
MAS,2028,264.869162319237
MEX,2028,504.614970968114
NZ,2028,25.1190543775283
PNG,2028,1.33268483147137
PE,2028,69.0767310837685
RP,2028,265.093786288806
RUS,2028,547.4037512998269
SIN,2028,129.158839130511
CT,2028,506.881647626747
THA,2028,418.0764778381111
USA,2028,2452.6080981356004
VN,2028,192.177631476828
AUS,2029,84.5761482423708
BD,2029,4.24180704966466
CDA,2029,213.37437933926702
CHL,2029,53.16367970843399
PRC,2029,9321.762088509859
HKC,2029,4.81752150635242
INA,2029,926.807520819575
JPN,2029,1138.34473017729
KOR,2029,725.591985560594
MAS,2029,273.997994956157
MEX,2029,518.3230589860921
NZ,2029,25.841580477059598
PNG,2029,1.4354191534853
PE,2029,71.313357230725
RP,2029,277.39820590544707
RUS,2029,558.4394852986429
SIN,2029,131.71272044496803
CT,2029,516.862868333734
THA,2029,435.882454430521
USA,2029,2488.90123170765
VN,2029,202.003350098647
AUS,2030,86.38823267089509
BD,2030,4.24864348783988
CDA,2030,217.392982444059
CHL,2030,54.042456843382396
PRC,2030,9567.84062616385
HKC,2030,4.8930029267264095
INA,2030,960.2302142317291
JPN,2030,1151.71692431557
KOR,2030,742.741144708996
MAS,2030,283.57665326215306
MEX,2030,532.388949567546
NZ,2030,26.582629861915002
PNG,2030,1.54776765201811
PE,2030,73.6889508256751
RP,2030,289.56586261112597
RUS,2030,567.27917789067
SIN,2030,134.198596660469
CT,2030,526.250574068975
THA,2030,449.35064581915793
USA,2030,2525.82073776743
VN,2030,212.15644636082598
AUS,2031,88.2500512601478
BD,2031,4.23783450029231
CDA,2031,221.554053203324
CHL,2031,54.920807962962094
PRC,2031,9806.947850313029
HKC,2031,4.95716414409794
INA,2031,994.31480677153
JPN,2031,1165.36552586223
KOR,2031,759.6757956750879
MAS,2031,294.761864102552
MEX,2031,546.8105519476301
NZ,2031,27.343163399767896
PNG,2031,1.66681481361136
PE,2031,75.9079110296972
RP,2031,302.16264453013895
RUS,2031,576.175814838421
SIN,2031,136.617615795731
CT,2031,535.410150863122
THA,2031,462.62244440251203
USA,2031,2563.3426873543394
VN,2031,222.95034818874097
AUS,2032,90.1748759600687
BD,2032,4.24423500146664
CDA,2032,225.83698088145005
CHL,2032,55.794938898439405
PRC,2032,10038.1275386795
HKC,2032,5.02943748626817
INA,2032,1029.13415769802
JPN,2032,1179.2748825306699
KOR,2032,776.407844174606
MAS,2032,304.33085117521506
MEX,2032,561.5574795976629
NZ,2032,28.123894008117702
PNG,2032,1.79281041144048
PE,2032,78.2653310472449
RP,2032,317.42800871393
RUS,2032,587.4153570739691
SIN,2032,138.97090901093702
CT,2032,545.103603588211
THA,2032,479.731208038666
USA,2032,2601.51671223998
VN,2032,234.07357579311198
AUS,2033,92.1660070224283
BD,2033,4.23322564359679
CDA,2033,230.242367006635
CHL,2033,56.665676746572004
PRC,2033,10260.7495732097
HKC,2033,5.10009860903698
INA,2033,1064.6901769646702
JPN,2033,1193.3415035160099
KOR,2033,792.957248036536
MAS,2033,313.754483785504
MEX,2033,576.626100705083
NZ,2033,28.925579233940702
PNG,2033,1.9260116782484202
PE,2033,80.61356405009418
RP,2033,329.730115465311
RUS,2033,596.43509515543
SIN,2033,141.00957439151503
CT,2033,553.850102866177
THA,2033,492.58965211442296
USA,2033,2640.43521336876
VN,2033,245.526866565187
AUS,2034,94.2256301958093
BD,2034,4.22217563557803
CDA,2034,234.76850990138698
CHL,2034,57.533703906340705
PRC,2034,10474.0292403305
HKC,2034,5.1691699172361405
INA,2034,1100.98865515117
JPN,2034,1207.4996962916002
KOR,2034,809.3432970881419
MAS,2034,323.03430681720096
MEX,2034,592.011548403214
NZ,2034,29.749229351417902
PNG,2034,2.07017451755959
PE,2034,83.0991956909062
RP,2034,344.67366210460796
RUS,2034,605.512704651526
SIN,2034,143.23737402420102
CT,2034,562.073306145
THA,2034,509.23624292138095
USA,2034,2680.1962707700295
VN,2034,257.937781886315
AUS,2035,96.3553889485978
BD,2035,4.22799799715831
CDA,2035,239.41359219613102
CHL,2035,58.399551848714204
PRC,2035,10677.2753601094
HKC,2035,5.24600808419934
INA,2035,1138.03680630033
JPN,2035,1221.72745416452
KOR,2035,825.579761426688
MAS,2035,335.0109269878
MEX,2035,607.7078995489981
NZ,2035,30.5962859687059
PNG,2035,2.22219828699004
PE,2035,85.57513854308161
RP,2035,356.685890037976
RUS,2035,616.959195835486
SIN,2035,145.647502378163
CT,2035,569.529559428408
THA,2035,525.642097053723
USA,2035,2720.89220699211
VN,2035,270.367545430619
AUS,2036,98.5565597821196
BD,2036,4.19995775672667
CDA,2036,244.176780068233
CHL,2036,59.263692362731796
PRC,2036,10870.090369067697
HKC,2036,5.3118855412639
INA,2036,1175.8150077596201
JPN,2036,1236.0364477888
KOR,2036,841.6819668033079
MAS,2036,346.80778508703196
MEX,2036,623.70675906799
NZ,2036,31.4686079618617
PNG,2036,2.3859764071994
PE,2036,88.04142032656641
RP,2036,371.31269174667796
RUS,2036,626.161864396915
SIN,2036,147.991092055518
CT,2036,576.9734611549931
THA,2036,541.809664260991
USA,2036,2762.61077892943
VN,2036,283.44396167145595
AUS,2037,100.819058246032
BD,2037,4.1887918946307
CDA,2037,249.05844657673197
CHL,2037,60.1267904372103
PRC,2037,11053.1101127241
HKC,2037,5.38541398097581
INA,2037,1214.28550936888
JPN,2037,1250.3159110573201
KOR,2037,857.5683980523559
MAS,2037,355.626576070774
MEX,2037,639.99780062108
NZ,2037,32.3643753902733
PNG,2037,2.55831297664679
PE,2037,90.4980688305201
RP,2037,385.775767756467
RUS,2037,635.4233444478111
SIN,2037,150.269276190006
CT,2037,584.884854138666
THA,2037,557.74137234413
USA,2037,2805.4442802719
VN,2037,296.85436185029704
AUS,2038,103.141824192801
BD,2038,4.17758941021051
CDA,2038,254.05896575000295
CHL,2038,60.989304612974706
PRC,2038,11226.5535167121
HKC,2038,5.457282290663749
INA,2038,1253.4737301508203
JPN,2038,1264.5725541257898
KOR,2038,873.2339481000402
MAS,2038,367.088838701995
MEX,2038,656.564690576637
NZ,2038,33.2853065307491
PNG,2038,2.7432440440118
PE,2038,93.0905655707093
RP,2038,400.07643585795
RUS,2038,644.7439422317169
SIN,2038,152.48317130193098
CT,2038,591.8808382340069
THA,2038,573.439627560247
USA,2038,2849.46021138865
VN,2038,310.913861397201
AUS,2039,105.52364720734599
BD,2039,4.16635127510842
CDA,2039,259.178822044297
CHL,2039,61.8513101846553
PRC,2039,11390.8107322881
HKC,2039,5.52751359555037
INA,2039,1293.34543736805
JPN,2039,1278.81868331293
KOR,2039,888.660827320112
MAS,2039,378.376867095488
MEX,2039,673.387768131634
NZ,2039,34.2334053581143
PNG,2039,2.93747566105932
PE,2039,95.52775513302029
RP,2039,416.92329811871997
RUS,2039,654.1239653315059
SIN,2039,154.868526804001
CT,2039,598.4737016594689
THA,2039,592.7558784731331
USA,2039,2894.6949106847
VN,2039,324.05086461931705
AUS,2040,107.963651356284
BD,2040,4.15507845486824
CDA,2040,264.41894300791097
CHL,2040,62.7123947099537
PRC,2040,11546.411482139501
HKC,2040,5.596130767472229
INA,2040,1333.86087409851
JPN,2040,1293.07612557989
KOR,2040,903.8385833743991
MAS,2040,389.49251438675
MEX,2040,690.4435222369572
NZ,2040,35.210719313507305
PNG,2040,3.14519180273878
PE,2040,98.1002988835396
RP,2040,430.888826538962
RUS,2040,663.5637231689659
SIN,2040,156.95466072974202
CT,2040,604.633642867369
THA,2040,607.9690005254611
USA,2040,2941.1663093812404
VN,2040,340.041467847577
AUS,2041,110.461872620895
BD,2041,4.14377190579242
CDA,2041,269.780367726295
CHL,2041,63.5720969726546
PRC,2041,11694.011515445
HKC,2041,5.67201892507238
INA,2041,1374.9968280873798
JPN,2041,1307.36725301719
KOR,2041,918.773708121743
MAS,2041,403.16168125934195
MEX,2041,707.7074356855601
NZ,2041,36.2189840936782
PNG,2041,3.3629976092784197
PE,2041,100.80740230709199
RP,2041,447.374810224671
RUS,2041,673.0635255166629
SIN,2041,159.20952415729198
CT,2041,610.2761595339649
THA,2041,626.754438680891
USA,2041,2988.88649085969
VN,2041,356.056351325768
AUS,2042,113.030781438656
BD,2042,4.116290256985599
CDA,2042,275.263697338926
CHL,2042,64.4355360417842
PRC,2042,11833.722389901
HKC,2042,5.73739901836537
INA,2042,1416.7256595449999
JPN,2042,1321.68612629632
KOR,2042,933.4785445708759
MAS,2042,413.91934500196504
MEX,2042,725.150273337263
NZ,2042,37.26298751792769
PNG,2042,3.5952304867637
PE,2042,103.503916762054
RP,2042,463.675458787394
RUS,2042,680.253463867433
SIN,2042,161.17227412107502
CT,2042,615.881638353741
THA,2042,645.265947916992
USA,2042,3037.87620258906
VN,2042,372.095542683769
AUS,2043,115.671961542718
BD,2043,4.10502612927443
CDA,2043,280.86621851757
CHL,2043,65.3027545702825
PRC,2043,11966.410705046
HKC,2043,5.80994315985458
INA,2043,1459.0225903198202
JPN,2043,1335.99634226268
KOR,2043,947.9852678159821
MAS,2043,424.51021157268195
MEX,2043,742.739511855131
NZ,2043,38.3428709250485
PNG,2043,3.84244921288876
PE,2043,106.333956596531
RP,2043,479.79226602882704
RUS,2043,689.8656684771071
SIN,2043,163.301061704267
CT,2043,620.9124767776091
THA,2043,663.506322650401
USA,2043,3088.12816561943
VN,2043,388.15907002794097
AUS,2044,118.38721939911201
BD,2044,4.09373035397765
CDA,2044,286.58321871476096
CHL,2044,66.1738865002737
PRC,2044,12092.987134037801
HKC,2044,5.88081257484648
INA,2044,1501.8326692238202
JPN,2044,1350.25147493798
KOR,2044,962.349009565958
MAS,2044,437.604383581607
MEX,2044,760.4441186547309
NZ,2044,39.4584380275193
PNG,2044,4.10110370613584
PE,2044,109.00911185736798
RP,2044,495.72671453405906
RUS,2044,699.5388266529611
SIN,2044,165.367244658932
CT,2044,625.732848986879
THA,2044,681.4783319886461
USA,2044,3139.60086724163
VN,2044,404.24696104626804
AUS,2045,121.17816081537099
BD,2045,4.082403853374441
CDA,2045,292.410744775606
CHL,2045,67.0492011199454
PRC,2045,12214.4147497009
HKC,2045,5.94146951446736
INA,2045,1545.00423397747
JPN,2045,1364.4319730627801
KOR,2045,976.642287990822
MAS,2045,447.848662570366
MEX,2045,778.240024582207
NZ,2045,40.60973907310421
PNG,2045,4.363187906540579
PE,2045,111.817309092936
RP,2045,511.48027715574494
RUS,2045,706.8770620924089
SIN,2045,167.151678267063
CT,2045,630.2450392191281
THA,2045,699.184720185499
USA,2045,3192.23669273082
VN,2045,420.35924368434803
AUS,2046,124.045987250942
BD,2046,4.055329200784881
CDA,2046,298.348265639495
CHL,2046,67.9290625374824
PRC,2046,12331.733847330901
HKC,2046,6.026108234082431
INA,2046,1588.3884749886802
JPN,2046,1378.5746098698603
KOR,2046,990.9411881225649
MAS,2046,460.563362023973
MEX,2046,796.1139840069179
NZ,2046,41.797197100913806
PNG,2046,4.65000356256678
PE,2046,114.61449615240899
RP,2046,527.054415321516
RUS,2046,716.664358604793
SIN,2046,169.31610654545904
CT,2046,634.888464126083
THA,2046,716.62820747336
USA,2046,3245.99291941316
VN,2046,436.49594565922
AUS,2047,126.97691604193402
BD,2047,4.04404819301507
CDA,2047,304.397353878374
CHL,2047,68.80800257463079
PRC,2047,12446.939155317401
HKC,2047,6.10043440177271
INA,2047,1631.92167276873
JPN,2047,1392.6182869774098
KOR,2047,1005.41080966426
MAS,2047,473.08227244132496
MEX,2047,814.0608953722559
NZ,2047,43.0161286078921
PNG,2047,4.98862476497334
PE,2047,117.543701685483
RP,2047,545.046038228307
RUS,2047,726.513530914664
SIN,2047,171.20090100032002
CT,2047,639.2436464232221
THA,2047,737.4622928025819
USA,2047,3300.8448012957797
VN,2047,452.65709524188
AUS,2048,129.96796535989702
BD,2048,4.0172279185446005
CDA,2048,310.559475556385
CHL,2048,69.68569072522541
PRC,2048,12561.2148269345
HKC,2048,6.181375684059409
INA,2048,1675.57977348458
JPN,2048,1406.68112165602
KOR,2048,1020.10280355053
MAS,2048,485.40748278333
MEX,2048,832.083604532698
NZ,2048,44.2663122447478
PNG,2048,5.293226209971571
PE,2048,120.46141932260899
RP,2048,562.833828521488
RUS,2048,736.4249001948169
SIN,2048,173.24067280599303
CT,2048,643.5640245782989
THA,2048,757.990737394858
USA,2048,3356.75143481491
VN,2048,472.010576425093
AUS,2049,133.016302035242
BD,2049,4.005993178653839
CDA,2049,316.836434198352
CHL,2049,70.5614483974934
PRC,2049,12675.6122438269
HKC,2049,6.26047069687363
INA,2049,1719.3427079857402
JPN,2049,1420.93071941163
KOR,2049,1035.06134384432
MAS,2049,497.54106413769404
MEX,2049,850.1897039914771
NZ,2049,45.5478510055576
PNG,2049,5.651529040101271
PE,2049,123.36768207109898
RP,2049,577.851204517658
RUS,2049,746.398787933384
SIN,2049,175.21860310714
CT,2049,647.886548878397
THA,2049,774.6138093955129
USA,2049,3413.65494039999
VN,2049,488.223128385605
AUS,2050,136.120717873883
BD,2050,3.9947307645970405
CDA,2050,323.232593923918
CHL,2050,71.4346016513078
PRC,2050,12790.966010858
HKC,2050,6.337745235546301
INA,2050,1763.18649686598
JPN,2050,1435.55901829397
KOR,2050,1050.32686690714
MAS,2050,506.92484047490103
MEX,2050,868.3894105340529
NZ,2050,46.861351914029406
PNG,2050,5.974793836893349
PE,2050,126.404710174795
RP,2050,595.249764069233
RUS,2050,758.8756332028879
SIN,2050,177.135767208944
CT,2050,651.863728495309
THA,2050,794.5640513368448
USA,2050,3471.4980609117397
VN,2050,507.632919493796
